,player_name,position,games,at_bats,runs,hits,doubles,triples,home_runs,RBI,walks,strikeouts,stolen base ,caught_stealing,AVG,on_base_%,slugging_%,OPS
352,I Desmond,SS,1478.0,5442.0,724.0,1432.0,277.0,37.0,181.0,711.0,387.0,1402,181.0,56,0.263,0.315,0.427,0.742
353,B Herman,RF,1553.0,5603.0,882.0,1818.0,399.0,110.0,181.0,997.0,520.0,553,94.0,0,0.324,0.383,0.532,0.915
354,N Castellanos,RF,1225.0,4644.0,599.0,1285.0,308.0,35.0,181.0,658.0,325.0,1166,21.0,18,0.277,0.327,0.475,0.802
355,S Chapman,CF,1368.0,4988.0,754.0,1329.0,210.0,52.0,180.0,773.0,562.0,682,41.0,38,0.266,0.342,0.438,0.78
356,W Held,SS,1390.0,4019.0,524.0,963.0,150.0,22.0,179.0,559.0,508.0,944,14.0,11,0.24,0.331,0.421,0.752
357,D Crandall,C,1573.0,5026.0,585.0,1276.0,179.0,18.0,179.0,657.0,424.0,477,26.0,28,0.254,0.312,0.404,0.716
358,J Rudi,LF,1547.0,5556.0,684.0,1468.0,287.0,39.0,179.0,810.0,369.0,870,25.0,15,0.264,0.311,0.427,0.738
359,J Gentile,1B,936.0,2922.0,434.0,759.0,113.0,6.0,179.0,549.0,475.0,663,3.0,1,0.26,0.368,0.486,0.854
360,J Gallo,OF,755.0,2374.0,403.0,474.0,90.0,9.0,179.0,390.0,418.0,1052,29.0,8,0.2,0.325,0.471,0.796
361,T Lazzeri,2B,1740.0,6297.0,986.0,1840.0,334.0,115.0,178.0,1191.0,869.0,864,148.0,79,0.292,0.38,0.467,0.847
362,H Clift,3B,1582.0,5730.0,1070.0,1558.0,309.0,62.0,178.0,829.0,1070.0,713,69.0,43,0.272,0.39,0.441,0.831
363,Y Grandal,C,1122.0,3575.0,477.0,848.0,160.0,7.0,178.0,534.0,621.0,994,12.0,7,0.237,0.351,0.435,0.786
364,M Olson,1B,740.0,2675.0,412.0,669.0,146.0,1.0,178.0,479.0,349.0,730,7.0,2,0.25,0.343,0.505,0.848
365,C Cron,1B,982.0,3427.0,435.0,896.0,184.0,10.0,178.0,574.0,253.0,865,10.0,8,0.261,0.323,0.477,0.8
366,R Kittle,LF,843.0,2708.0,356.0,648.0,100.0,3.0,176.0,460.0,236.0,744,16.0,16,0.239,0.306,0.473,0.779
367,Y Molina,C,2226.0,7817.0,777.0,2168.0,408.0,7.0,176.0,1022.0,542.0,922,71.0,37,0.277,0.327,0.399,0.726
368,D Money,3B,1720.0,6214.0,798.0,1623.0,302.0,36.0,176.0,729.0,600.0,865,80.0,51,0.261,0.328,0.406,0.734
369,R Grichuk,RF,1024.0,3534.0,471.0,874.0,199.0,24.0,175.0,512.0,207.0,990,25.0,16,0.247,0.293,0.466,0.759
370,H Matsui,LF,1236.0,4442.0,656.0,1253.0,249.0,12.0,175.0,760.0,547.0,689,13.0,9,0.282,0.36,0.462,0.822
371,B Belt,1B,1312.0,4397.0,628.0,1147.0,268.0,36.0,175.0,584.0,618.0,1209,47.0,21,0.261,0.356,0.458,0.814
372,T Story,2B,839.0,3179.0,516.0,853.0,202.0,27.0,174.0,516.0,298.0,987,113.0,30,0.268,0.336,0.513,0.849
373,C Yelich,LF,1253.0,4730.0,798.0,1355.0,261.0,31.0,174.0,630.0,656.0,1192,157.0,32,0.286,0.376,0.465,0.841
374,R Odor,2B,1096.0,3909.0,521.0,902.0,177.0,29.0,174.0,550.0,253.0,1008,68.0,51,0.231,0.287,0.424,0.711
375,B Buckner,1B,2517.0,9397.0,1077.0,2715.0,498.0,49.0,174.0,1208.0,450.0,453,183.0,73,0.289,0.321,0.408,0.729
376,J Schoop,3B,1135.0,4187.0,542.0,1066.0,210.0,7.0,174.0,537.0,183.0,996,15.0,4,0.255,0.294,0.433,0.727
377,J Franco,SS,2527.0,8677.0,1285.0,2586.0,407.0,54.0,173.0,1194.0,917.0,1341,281.0,107,0.298,0.365,0.417,0.782
378,W Cooper,C,1473.0,4702.0,573.0,1341.0,240.0,40.0,173.0,812.0,309.0,357,18.0,1,0.285,0.332,0.464,0.796
379,K Calhoun,RF,1196.0,4291.0,618.0,1042.0,198.0,18.0,173.0,557.0,437.0,1089,34.0,16,0.243,0.316,0.418,0.734
380,M Grace,1B,2245.0,8065.0,1179.0,2445.0,511.0,45.0,173.0,1146.0,1075.0,642,70.0,48,0.303,0.383,0.442,0.825
381,N Colbert,1B,1004.0,3422.0,481.0,833.0,141.0,25.0,173.0,520.0,383.0,902,52.0,31,0.243,0.322,0.451,0.773
382,J Pederson,1B,1023.0,2976.0,460.0,705.0,150.0,13.0,173.0,436.0,387.0,831,22.0,23,0.237,0.334,0.47,0.804
383,E Robinson,1B,1315.0,4282.0,546.0,1146.0,172.0,24.0,172.0,723.0,521.0,359,10.0,12,0.268,0.353,0.44,0.793
384,M Vernon,1B,2409.0,8731.0,1196.0,2495.0,490.0,120.0,172.0,1311.0,955.0,869,137.0,90,0.286,0.359,0.428,0.787
385,K Bryant,RF,930.0,3463.0,623.0,969.0,217.0,19.0,172.0,502.0,462.0,938,44.0,20,0.28,0.377,0.502,0.879
386,M Mora,3B,1556.0,5422.0,794.0,1503.0,283.0,19.0,171.0,754.0,520.0,953,93.0,55,0.277,0.35,0.431,0.781
387,R Hidalgo,CF,987.0,3459.0,531.0,929.0,214.0,19.0,171.0,560.0,358.0,737,48.0,34,0.269,0.345,0.49,0.835
388,D Young,1B,1364.0,4762.0,648.0,1389.0,301.0,29.0,171.0,683.0,407.0,871,25.0,22,0.292,0.351,0.475,0.826
389,J Cronin,SS,2124.0,7579.0,1232.0,2285.0,515.0,118.0,170.0,1424.0,1059.0,700,87.0,71,0.301,0.39,0.468,0.858
390,T Raines,LF,2502.0,8872.0,1571.0,2605.0,430.0,113.0,170.0,980.0,1330.0,966,808.0,146,0.294,0.385,0.425,0.81
391,K Millar,1B,1427.0,4688.0,648.0,1284.0,296.0,15.0,170.0,699.0,564.0,838,7.0,9,0.274,0.358,0.452,0.81
392,M Carpenter,1B,1379.0,4538.0,780.0,1194.0,311.0,28.0,170.0,616.0,719.0,1108,27.0,17,0.263,0.369,0.456,0.825
393,B Elliott,3B,1978.0,7141.0,1064.0,2061.0,382.0,94.0,170.0,1195.0,967.0,604,60.0,2,0.289,0.375,0.44,0.815
394,J Hart,3B,1125.0,3783.0,518.0,1052.0,148.0,29.0,170.0,578.0,380.0,573,17.0,17,0.278,0.345,0.467,0.812
395,E Slaughter,RF,2380.0,7946.0,1247.0,2383.0,413.0,148.0,169.0,1304.0,1018.0,538,71.0,15,0.3,0.382,0.453,0.835
396,R Hernandez,C,1526.0,5105.0,580.0,1345.0,262.0,8.0,169.0,757.0,430.0,734,9.0,5,0.263,0.327,0.417,0.744
397,L Moseby,CF,1587.0,5815.0,869.0,1494.0,273.0,66.0,169.0,737.0,616.0,1135,280.0,93,0.257,0.332,0.414,0.746
398,T Wigginton,3B,1362.0,4479.0,558.0,1170.0,245.0,14.0,169.0,594.0,371.0,891,42.0,23,0.261,0.323,0.435,0.758
399,P O'Brien,1B,1567.0,5437.0,654.0,1421.0,254.0,21.0,169.0,736.0,641.0,563,24.0,34,0.261,0.336,0.409,0.745
400,A Rios,RF,1691.0,6419.0,885.0,1778.0,374.0,63.0,169.0,794.0,400.0,1117,253.0,77,0.277,0.321,0.434,0.755
401,J Hernandez,SS,1587.0,4618.0,623.0,1166.0,193.0,33.0,168.0,603.0,384.0,1391,41.0,38,0.252,0.312,0.418,0.73
402,G Triandos,C,1206.0,3907.0,389.0,954.0,147.0,6.0,167.0,608.0,440.0,636,1.0,0,0.244,0.322,0.413,0.735
403,B Zobrist,2B,1651.0,5880.0,884.0,1566.0,349.0,44.0,167.0,768.0,832.0,994,116.0,49,0.266,0.357,0.426,0.783
404,C Blake,3B,1265.0,4500.0,644.0,1186.0,264.0,18.0,167.0,616.0,445.0,1037,36.0,37,0.264,0.336,0.442,0.778
405,C Johnson,C,1188.0,3836.0,465.0,940.0,211.0,4.0,167.0,570.0,475.0,997,6.0,10,0.245,0.33,0.433,0.763
406,E Howard,C,1605.0,5363.0,619.0,1471.0,218.0,50.0,167.0,762.0,373.0,786,9.0,14,0.274,0.322,0.427,0.749
407,D Murphy,CF,1360.0,4347.0,648.0,1069.0,139.0,20.0,166.0,609.0,747.0,953,100.0,61,0.246,0.356,0.402,0.758
408,P Sorrento,1B,1093.0,3412.0,454.0,876.0,176.0,5.0,166.0,565.0,426.0,844,8.0,15,0.257,0.34,0.457,0.797
409,B Robinson,LF,1472.0,4364.0,536.0,1127.0,229.0,29.0,166.0,641.0,263.0,820,71.0,49,0.258,0.3,0.438,0.738
410,T Conigliaro,RF,876.0,3221.0,464.0,849.0,139.0,23.0,166.0,516.0,287.0,629,20.0,23,0.264,0.327,0.476,0.803
411,J B?ez,SS,1009.0,3605.0,515.0,937.0,187.0,23.0,166.0,532.0,183.0,1103,90.0,32,0.26,0.302,0.463,0.765
412,C Rasmus,CF,1092.0,3704.0,536.0,891.0,183.0,21.0,166.0,491.0,362.0,1106,35.0,17,0.241,0.31,0.436,0.746
